Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,PAL,PAL_kategori
22,Female,78.8,1.56,196,125,69,1.47,1146.0,HIIT,22.5,2.23,1,1,32.2,2.317,Very Active
36,Male,53.8,1.62,163,149,60,0.63,1493.3,HIIT,32.4,1.68,3,3,20.4,2.366,Very Active
54,Male,128.4,1.56,161,139,60,1.8,1509.8,Cardio,22.3,3.09,1,2,53.0,1.868,Active
29,Male,91.4,1.64,164,125,71,1.57,597.7,HIIT,16.1,1.75,2,2,34.0,1.559,Low Active
52,Male,85.5,1.97,172,162,52,0.58,800.2,Strength,23.7,2.71,2,1,22.1,1.656,Active
54,Female,47.9,1.57,168,136,58,1.39,999.5,Yoga,29.9,1.73,5,2,19.5,1.825,Active
58,Female,51.2,1.87,168,153,61,1.07,1671.4,HIIT,24.4,3.35,3,1,14.7,1.809,Active
51,Female,112.0,1.91,196,124,68,1.5,1075.6,HIIT,17.9,2.79,2,3,30.6,1.845,Active
54,Female,121.0,1.81,192,142,64,1.37,827.9,Yoga,19.6,2.7,3,3,36.8,1.335,Sedentary
20,Female,70.0,1.87,174,166,50,1.3,1623.3,HIIT,34.9,3.16,5,1,20.1,1.495,Low Active
41,Male,52.9,1.6,161,129,54,1.82,808.3,Strength,23.4,2.33,5,3,20.6,1.852,Active
43,Female,53.5,1.61,171,164,51,0.52,1186.9,HIIT,23.6,2.05,5,3,60.0,1.261,Sedentary
24,Female,92.5,1.7,185,165,60,0.73,1168.9,Strength,12.5,2.06,4,3,32.0,1.7,Active
26,Female,90.9,1.85,196,127,59,1.66,856.0,Cardio,20.6,3.12,1,2,26.6,1.551,Low Active
25,Male,51.1,1.62,185,165,53,0.69,1663.1,Yoga,17.8,2.0,5,3,19.5,1.807,Active
23,Male,70.2,1.9,185,160,52,1.1,1096.7,Yoga,33.1,2.52,3,2,19.4,1.283,Sedentary
41,Male,92.8,1.52,183,144,56,0.75,353.0,Cardio,19.1,2.78,2,2,40.4,1.412,Low Active
35,Male,56.0,1.98,179,141,57,1.25,1182.4,Cardio,19.9,2.44,3,2,14.3,1.166,Sedentary
80,Female,57.2,1.52,189,135,57,1.38,737.3,Yoga,21.3,2.65,4,1,24.8,1.796,Active
44,Female,108.9,1.55,167,148,72,1.92,854.4,Strength,32.4,2.66,1,3,45.2,1.463,Low Active
42,Female,104.4,1.83,160,122,73,0.79,1049.6,HIIT,12.6,3.26,3,3,31.2,1.411,Low Active
47,Female,61.4,1.55,191,143,63,1.4,1494.7,HIIT,19.9,2.97,5,2,25.6,1.452,Low Active
45,Male,120.7,1.51,166,152,72,1.77,484.3,Yoga,24.6,2.43,2,1,53.2,1.427,Low Active
19,Female,70.2,1.91,162,142,72,0.9,1224.9,Strength,29.3,2.3,5,3,19.2,2.497,Very Active
36,Female,52.6,1.93,182,151,66,1.23,1059.9,Cardio,23.5,2.89,1,2,14.1,1.162,Sedentary
36,Male,78.0,1.57,188,164,51,0.91,330.2,Strength,23.2,3.29,1,2,31.8,1.731,Active
48,Male,76.5,1.75,171,142,70,0.52,505.2,Cardio,16.7,3.11,2,1,25.0,1.495,Low Active
21,Female,122.3,1.71,187,165,51,0.75,1393.1,Yoga,12.3,3.2,5,1,41.9,1.684,Active
25,Female,79.3,1.96,198,159,52,1.92,888.9,HIIT,33.4,3.11,1,2,20.7,2.077,Very Active
50,Male,63.6,1.8,176,164,60,1.0,1441.6,Cardio,18.6,2.27,1,1,19.7,1.222,Sedentary
57,Female,79.1,1.62,162,169,54,0.5,1732.3,Strength,24.8,2.29,4,3,30.0,1.765,Active
31,Female,102.2,1.76,171,135,73,1.64,1246.7,Cardio,26.5,3.02,1,2,33.0,1.27,Sedentary
39,Female,59.9,1.99,185,166,59,1.38,1779.0,Strength,24.2,3.51,5,3,15.1,1.177,Sedentary
23,Male,150.0,1.99,182,148,67,1.62,384.1,Yoga,18.0,3.32,0,2,31.2,1.299,Sedentary
45,Female,60.7,1.56,193,122,54,1.3,954.4,Yoga,11.6,2.19,1,1,24.9,1.464,Low Active
36,Male,106.4,1.76,161,154,59,1.99,303.4,Cardio,23.2,3.57,3,3,34.3,2.059,Very Active
53,Female,71.6,1.88,188,163,74,1.37,704.3,Cardio,29.2,2.42,4,1,20.2,1.641,Active
15,Female,40.3,1.73,189,169,53,1.57,1173.1,HIIT,10.4,3.67,1,3,13.4,1.05,Sedentary
38,Female,59.6,1.97,196,162,55,1.97,1609.0,HIIT,21.7,2.85,1,3,15.3,1.443,Low Active
18,Male,76.1,1.92,169,162,51,1.08,357.3,Strength,29.5,2.27,5,2,20.7,1.843,Active
37,Male,86.6,1.8,194,169,67,1.54,530.3,HIIT,21.6,2.87,5,3,26.8,1.406,Low Active
39,Male,120.5,1.93,170,160,73,0.9,494.3,Cardio,11.1,3.37,2,1,32.4,1.44,Low Active
29,Female,123.8,1.87,193,143,64,0.51,1330.6,HIIT,22.4,1.68,4,1,35.5,1.459,Low Active
42,Male,129.2,1.53,191,148,68,1.74,816.7,Strength,23.6,3.4,1,2,55.2,1.017,Sedentary
38,Male,118.1,1.62,172,162,62,1.55,1307.6,Yoga,27.5,1.92,5,3,44.9,1.417,Low Active
59,Female,81.9,1.94,169,151,60,0.84,1645.2,Strength,30.4,3.33,5,3,21.8,1.804,Active
16,Female,47.6,1.66,176,159,51,1.45,1100.6,Yoga,13.2,2.12,2,1,17.2,1.778,Active
46,Female,70.8,1.82,189,156,71,1.91,1319.0,Strength,33.7,1.87,4,2,21.5,2.014,Very Active
31,Female,82.6,1.53,177,169,63,1.96,1734.0,HIIT,26.2,2.81,4,3,35.3,1.057,Sedentary
43,Male,113.9,1.69,191,130,72,1.17,707.1,Cardio,33.6,1.72,1,3,40.1,1.795,Active
29,Male,114.3,1.65,191,121,64,1.52,1269.7,Yoga,31.7,3.62,4,1,42.0,1.835,Active
35,Male,77.8,1.82,165,138,74,1.16,763.8,Strength,32.4,2.01,5,3,23.5,1.942,Very Active
39,Female,73.2,1.93,175,146,57,0.74,603.9,Cardio,29.4,3.2,2,3,19.6,1.916,Very Active
17,Male,51.8,1.52,162,139,63,1.19,304.8,Yoga,13.1,3.01,4,1,22.5,1.757,Active
52,Female,84.2,1.53,161,143,57,0.97,975.4,HIIT,21.6,3.0,2,2,35.9,1.022,Sedentary
45,Female,66.2,1.85,192,157,58,0.56,1012.7,HIIT,13.6,1.73,4,1,19.4,2.186,Very Active
24,Female,40.9,1.66,161,152,50,1.82,424.9,Cardio,12.0,2.37,2,2,14.8,1.425,Low Active
53,Female,102.1,1.9,193,161,72,1.51,1708.4,Cardio,27.7,1.57,1,3,28.3,1.955,Very Active
70,Female,66.9,1.97,167,169,69,1.01,1506.5,Yoga,26.5,2.72,2,2,17.3,1.801,Active
40,Male,97.9,1.76,173,130,67,0.59,668.0,Cardio,22.0,2.85,3,3,31.5,1.214,Sedentary
50,Male,56.4,1.89,191,163,67,0.53,1267.9,Cardio,34.9,3.64,3,2,15.7,1.517,Low Active
49,Male,46.5,1.52,192,126,61,0.76,1722.1,Strength,28.6,2.44,4,2,20.2,2.206,Very Active
34,Female,43.6,1.93,191,160,53,0.54,887.2,HIIT,31.8,3.48,2,3,11.7,1.678,Active
26,Male,96.1,1.82,174,152,52,1.66,901.6,Strength,14.5,2.02,2,3,29.1,1.468,Low Active
51,Male,46.2,1.72,173,158,74,1.49,443.7,Cardio,19.8,3.63,2,3,15.6,1.678,Active
51,Male,69.3,1.89,195,164,72,1.18,651.6,Yoga,21.1,2.23,5,2,19.5,1.605,Active
26,Female,53.1,1.72,167,162,61,1.56,549.7,HIIT,19.5,2.83,5,1,17.9,2.037,Very Active
58,Female,92.7,1.93,179,169,63,0.59,1087.5,HIIT,11.3,2.91,3,2,24.8,2.29,Very Active
51,Male,48.0,1.55,173,131,59,1.1,1011.8,Yoga,10.1,3.59,2,1,19.9,1.685,Active
53,Male,62.9,1.76,182,163,55,0.71,347.3,Cardio,13.6,3.57,4,3,20.3,1.867,Active
22,Female,57.0,1.87,188,151,55,1.8,564.7,Strength,26.5,3.65,3,2,16.4,1.118,Sedentary
44,Female,62.0,1.92,199,168,61,0.67,1478.0,HIIT,26.9,1.97,5,1,16.9,1.044,Sedentary
55,Female,71.4,1.58,165,128,50,1.11,1589.1,Cardio,12.3,2.14,3,2,28.6,1.562,Low Active
52,Female,123.3,1.72,193,137,62,1.7,946.4,Yoga,19.4,2.15,1,1,41.7,1.776,Active
29,Male,73.0,1.7,180,138,74,1.39,1109.0,Yoga,15.7,1.66,3,2,25.3,2.35,Very Active
28,Female,108.3,1.75,180,145,57,1.28,1010.8,Cardio,30.3,1.74,5,2,35.4,1.582,Low Active
51,Male,88.0,1.8,182,125,63,1.58,1714.3,Cardio,30.6,2.45,5,3,27.0,1.438,Low Active
39,Female,123.4,1.53,180,132,71,0.79,548.7,HIIT,16.4,2.13,3,1,52.7,1.708,Active
42,Male,92.3,1.54,189,137,51,0.91,913.8,Cardio,23.1,1.77,4,2,38.7,2.137,Very Active
53,Male,56.6,1.65,195,139,53,0.63,1507.9,HIIT,11.1,2.89,3,1,20.9,1.482,Low Active
36,Female,86.4,1.8,185,128,64,1.42,910.1,Cardio,32.6,3.19,1,2,26.8,2.317,Very Active
41,Male,67.2,1.87,195,158,59,1.71,1435.4,Strength,21.3,2.79,1,3,19.3,1.283,Sedentary
58,Female,82.6,1.77,181,167,54,1.46,1199.7,HIIT,25.9,2.07,5,1,26.4,1.96,Very Active
39,Female,64.7,1.8,177,122,59,1.14,1362.9,Cardio,10.4,2.25,3,2,20.0,1.465,Low Active
52,Female,121.5,1.89,195,159,54,1.84,586.4,HIIT,19.2,2.26,4,1,34.1,1.215,Sedentary
16,Female,112.0,1.62,180,127,55,1.39,1307.6,HIIT,18.1,2.23,2,3,42.9,2.251,Very Active
58,Female,72.7,2.0,182,149,69,0.59,1133.5,HIIT,34.0,2.9,1,3,18.2,1.375,Sedentary
30,Female,48.7,1.73,175,131,66,0.95,1752.3,Yoga,33.2,2.02,4,3,16.4,1.494,Low Active
54,Female,129.3,2.5,160,149,70,0.64,682.7,HIIT,28.9,1.78,4,2,33.5,2.412,Very Active
48,Male,43.3,1.65,161,160,70,1.02,656.1,Cardio,17.6,2.37,2,2,15.9,1.444,Low Active
20,Male,110.8,1.79,196,161,61,1.9,474.9,Strength,25.7,2.98,2,2,34.7,1.796,Active
28,Female,52.7,1.61,173,128,64,1.1,559.3,Strength,15.6,3.61,2,2,20.4,1.143,Sedentary
80,Female,51.9,1.93,195,150,63,0.71,1629.7,Strength,14.4,2.61,1,2,13.9,1.58,Low Active
39,Male,73.1,1.53,193,123,74,0.85,421.1,HIIT,34.1,2.45,5,3,31.1,2.49,Very Active
28,Female,79.6,1.55,165,151,60,1.43,1263.3,Yoga,19.7,2.74,2,2,33.0,1.44,Low Active
39,Female,83.6,1.88,190,134,58,1.15,555.1,Cardio,13.0,2.17,3,3,23.7,1.934,Very Active
30,Female,45.6,1.75,198,159,66,0.85,629.1,Cardio,25.6,2.66,2,3,14.8,1.965,Very Active
51,Female,76.4,1.83,194,126,71,1.74,1386.5,Strength,34.1,2.05,3,1,22.9,1.743,Active
52,Male,92.4,1.84,198,124,50,0.99,1535.3,Cardio,34.4,3.26,5,1,27.3,1.919,Very Active
49,Male,89.3,1.73,185,123,51,0.99,1392.1,HIIT,30.3,2.85,5,2,29.9,1.765,Active
56,Male,126.1,1.57,176,128,58,1.53,949.3,Cardio,17.0,3.55,4,1,51.4,1.904,Very Active
42,Male,84.6,1.69,181,127,66,1.42,401.4,HIIT,32.1,1.73,4,1,29.5,2.023,Very Active
37,Male,44.3,1.52,182,162,50,0.61,408.2,HIIT,10.9,2.62,2,3,19.2,1.614,Active
50,Male,127.4,1.97,187,162,54,1.32,1529.7,HIIT,16.6,1.55,4,1,32.8,1.643,Active
45,Female,109.2,1.81,161,134,67,0.52,680.2,HIIT,29.4,2.92,2,3,5.0,2.27,Very Active
24,Male,51.3,1.74,161,132,70,1.88,1072.2,HIIT,26.4,1.78,1,2,60.0,2.422,Very Active
23,Male,73.8,1.78,184,169,71,0.91,1674.1,HIIT,14.9,3.45,5,3,23.4,1.533,Low Active
46,Female,117.5,1.92,177,140,62,0.83,1748.1,Strength,28.2,3.21,4,3,31.8,2.079,Very Active
36,Female,128.6,1.97,188,132,67,0.66,1315.2,HIIT,30.4,1.97,3,3,33.2,2.451,Very Active
38,Female,106.0,1.77,192,122,71,1.35,1320.5,Yoga,24.4,3.43,5,3,33.8,1.153,Sedentary
22,Female,90.2,1.91,164,122,50,0.92,589.5,HIIT,30.0,1.95,2,1,24.8,1.563,Low Active
53,Male,56.9,1.68,172,128,69,1.29,1555.6,Strength,10.9,3.14,1,2,20.2,1.575,Low Active
34,Male,108.1,1.92,165,138,54,0.69,872.2,HIIT,28.1,3.45,3,2,29.3,1.674,Active
51,Female,77.1,1.85,180,129,55,0.75,570.8,Cardio,12.3,2.79,4,1,22.6,1.125,Sedentary
28,Male,45.8,1.79,163,143,51,1.4,1192.4,HIIT,30.6,2.6,3,2,14.3,1.235,Sedentary
38,Male,107.1,1.99,190,155,68,1.16,520.8,Yoga,28.4,2.02,4,1,27.0,1.966,Very Active
42,Male,109.0,1.87,192,136,55,1.45,1463.4,Yoga,27.1,3.68,4,3,31.3,1.257,Sedentary
53,Male,125.5,1.6,169,169,52,0.54,338.7,Strength,24.7,3.03,3,1,48.9,1.499,Low Active
33,Female,116.7,1.61,164,148,54,1.22,945.8,HIIT,22.1,1.79,4,2,44.9,1.023,Sedentary
53,Male,84.7,1.72,195,125,58,0.74,1204.3,HIIT,20.0,3.53,1,1,28.7,2.023,Very Active
44,Female,45.1,1.64,187,126,52,0.91,1465.6,Strength,16.8,3.17,2,1,16.8,1.77,Active
5,Female,45.9,1.74,179,137,60,0.71,1089.4,Cardio,29.3,1.69,2,3,15.1,2.097,Very Active
34,Female,90.4,1.97,185,163,73,0.89,1382.4,Strength,34.5,1.82,2,1,23.3,1.435,Low Active
38,Male,81.8,1.99,171,160,50,0.73,635.8,Strength,12.2,3.0,1,1,20.7,1.558,Low Active
38,Male,60.5,1.7,198,141,66,1.32,423.7,Strength,31.2,2.44,5,2,20.9,1.747,Active
36,Female,59.4,1.55,175,167,68,1.48,1108.6,HIIT,29.7,1.75,3,2,24.8,1.546,Low Active
49,Female,111.5,1.75,191,126,70,0.75,790.7,Strength,28.9,1.54,5,3,36.5,1.018,Sedentary
36,Female,118.4,1.62,199,147,66,0.54,399.3,Strength,18.6,2.12,2,3,45.1,1.127,Sedentary
20,Male,99.1,1.91,178,124,68,0.79,578.8,HIIT,17.2,3.24,4,1,27.1,1.234,Sedentary
35,Female,111.8,1.7,199,137,59,1.17,1126.9,Strength,17.9,3.39,3,3,38.8,1.32,Sedentary
57,Female,20.0,1.8,167,156,65,0.73,953.4,Strength,34.2,3.39,1,3,26.5,2.06,Very Active
30,Male,77.6,1.99,180,149,62,0.98,1775.7,Strength,20.7,1.86,3,1,19.6,2.284,Very Active
39,Male,87.5,1.86,193,145,54,1.96,800.5,Cardio,30.5,2.69,3,1,25.3,1.109,Sedentary
5,Female,113.9,1.73,180,143,51,1.73,1602.5,Strength,14.3,3.07,2,2,38.1,1.387,Sedentary
47,Male,77.8,1.95,177,130,74,1.15,1155.6,Cardio,31.0,2.54,3,3,20.4,1.537,Low Active
47,Female,106.5,1.55,194,159,73,0.6,561.3,Cardio,26.4,3.68,3,2,44.2,1.577,Low Active
39,Male,67.5,1.61,194,165,69,1.91,1589.8,Yoga,30.2,1.63,2,3,26.2,1.382,Sedentary
47,Female,100.4,1.78,186,153,73,1.07,637.9,Cardio,23.7,2.34,3,1,31.7,1.45,Low Active
39,Female,106.6,1.96,182,141,65,1.56,1739.8,Yoga,28.8,3.27,4,1,27.8,1.168,Sedentary
21,Female,105.4,3.0,178,166,69,0.67,1342.3,Cardio,11.7,2.08,1,1,38.6,1.446,Low Active
39,Female,93.9,1.65,173,149,58,0.57,1636.6,HIIT,31.9,2.23,1,3,34.5,1.505,Low Active
30,Male,115.4,1.64,171,154,60,1.99,1566.9,Yoga,26.5,2.06,5,3,42.8,1.222,Sedentary
58,Male,106.4,1.76,168,123,52,1.74,1601.3,Cardio,10.6,3.03,4,2,34.2,1.557,Low Active
26,Female,109.6,1.8,185,148,71,1.41,1235.4,HIIT,29.7,2.91,4,2,33.8,2.39,Very Active
26,Male,127.4,1.63,183,153,72,1.98,700.3,Strength,11.8,2.06,1,1,47.9,1.468,Low Active
26,Female,44.1,1.57,160,148,62,1.22,592.6,Yoga,21.2,2.54,1,1,17.9,1.46,Low Active
52,Male,40.7,1.61,179,152,56,1.7,1147.9,Strength,19.9,1.6,1,1,15.7,1.647,Active
38,Male,65.6,1.91,180,158,72,1.81,1032.0,Yoga,11.1,2.49,5,1,18.0,1.533,Low Active
54,Female,105.7,1.94,171,167,50,1.74,1713.6,Strength,28.0,3.4,5,3,28.0,1.495,Low Active
37,Male,94.3,1.84,161,123,50,1.18,848.1,Yoga,24.9,2.71,1,1,27.8,1.583,Low Active
26,Female,68.9,1.87,161,148,58,1.47,1614.6,Cardio,10.3,2.9,1,1,19.6,1.579,Low Active
53,Female,55.5,1.82,161,148,55,1.74,1767.1,Strength,10.3,2.43,3,3,16.8,2.062,Very Active
15,Male,91.9,1.52,180,168,74,1.59,1266.4,HIIT,19.7,3.37,4,3,39.7,1.717,Active
59,Male,88.8,1.93,189,163,51,1.08,967.8,HIIT,32.9,2.45,3,2,23.8,1.605,Active
50,Female,102.0,1.69,187,156,56,0.71,1617.7,Cardio,33.7,2.25,2,2,35.8,2.183,Very Active
42,Male,70.7,1.54,170,168,66,1.52,1197.7,Strength,31.0,2.78,1,3,30.0,1.311,Sedentary
18,Male,52.6,1.74,183,122,60,0.7,449.7,Strength,10.8,2.35,2,3,17.3,1.247,Sedentary
20,Male,53.2,1.74,196,156,59,1.06,1003.1,Strength,25.1,3.32,1,1,17.5,1.769,Active
27,Male,126.5,1.69,191,167,71,1.31,530.7,Cardio,23.3,1.87,5,3,44.0,1.198,Sedentary
37,Male,72.1,1.91,180,165,61,0.85,1529.9,HIIT,18.7,2.78,5,3,19.7,2.233,Very Active
27,Male,113.5,1.6,176,154,67,1.44,1144.0,Strength,21.5,3.11,4,1,44.1,2.355,Very Active
31,Male,88.9,1.61,186,153,60,1.03,980.2,Strength,13.3,3.24,4,1,34.1,1.773,Active
31,Female,64.8,1.94,171,125,66,1.92,1060.6,HIIT,22.1,3.4,2,2,17.2,1.504,Low Active
25,Male,90.6,1.72,186,130,74,1.04,1374.9,Cardio,34.5,2.4,3,3,30.6,1.647,Active
18,Male,126.0,1.6,168,127,69,0.5,1248.6,Cardio,32.3,1.64,3,3,49.2,1.203,Sedentary
100,Male,127.4,1.61,175,169,71,1.53,1370.4,Strength,23.2,2.89,5,2,49.1,2.455,Very Active
55,Female,106.0,1.76,189,166,52,2.0,1302.7,Cardio,12.2,1.51,3,1,34.0,2.205,Very Active
50,Male,97.0,1.53,172,159,57,1.65,1275.7,Yoga,32.1,3.04,1,2,41.2,1.594,Low Active
28,Female,101.9,1.51,170,154,57,0.67,1496.8,Cardio,27.4,1.51,3,3,44.5,2.218,Very Active
52,Female,101.4,1.56,193,161,65,1.22,517.5,Strength,20.1,2.15,4,2,41.8,1.412,Low Active
53,Male,112.3,1.96,186,148,56,1.21,636.8,Cardio,15.5,1.57,3,1,29.1,1.857,Active
33,Male,108.4,1.59,182,151,59,1.38,1225.8,HIIT,25.9,2.66,2,2,42.7,1.67,Active
38,Male,89.7,1.76,172,142,57,0.91,1036.6,Strength,32.0,3.31,3,1,29.0,2.456,Very Active
26,Male,68.6,1.5,188,145,67,0.91,1347.2,Yoga,24.6,2.53,5,1,30.5,2.026,Very Active
43,Female,49.2,1.68,178,128,51,0.97,1468.3,Yoga,33.6,2.43,4,3,17.4,1.621,Active
51,Male,101.8,1.75,192,146,74,1.56,309.4,Yoga,16.4,3.43,5,1,33.4,1.23,Sedentary
38,Female,51.7,1.84,184,149,58,0.66,1457.8,HIIT,35.0,1.73,4,1,15.3,1.546,Low Active
49,Male,50.0,1.82,194,163,58,0.58,1436.7,Strength,23.8,2.41,2,1,15.1,1.853,Active
23,Female,82.5,1.94,192,155,62,1.63,356.1,Cardio,13.4,2.93,2,3,21.9,1.511,Low Active
42,Female,98.0,1.7,199,120,53,0.63,366.5,Cardio,11.5,1.75,2,1,34.0,1.646,Active
58,Male,115.2,1.51,196,157,73,1.76,1350.8,Strength,20.3,2.58,1,2,50.7,1.687,Active
5,Male,81.8,1.98,185,157,50,0.97,1446.2,Yoga,15.5,1.79,7,3,20.8,1.48,Low Active
56,Male,74.4,1.68,196,125,56,0.53,736.2,Cardio,28.5,1.99,1,2,26.3,1.983,Very Active
26,Female,91.1,1.83,172,126,53,1.77,337.8,Yoga,30.7,2.83,5,2,27.2,1.306,Sedentary
18,Female,45.9,1.61,193,153,62,1.62,1002.8,Strength,24.6,3.68,5,2,17.6,1.879,Active
25,Male,90.5,1.89,176,145,61,1.43,1626.5,Cardio,29.5,2.77,3,1,25.4,1.255,Sedentary
22,Female,121.6,1.58,170,162,50,1.02,1658.1,HIIT,28.1,2.69,1,2,48.6,1.559,Low Active
40,Male,123.8,1.75,170,152,67,0.95,1427.1,HIIT,22.5,3.0,5,2,40.5,1.245,Sedentary
52,Female,112.6,1.73,169,165,62,1.19,1131.4,Strength,21.1,1.96,3,1,37.6,1.72,Active
31,Female,129.5,1.76,190,147,61,1.94,593.9,Yoga,22.5,2.39,3,2,41.7,2.25,Very Active
26,Male,81.3,1.96,182,157,71,0.52,324.0,HIIT,29.8,3.5,2,1,21.2,1.771,Active
57,Male,86.9,1.99,167,132,59,1.22,1364.0,Yoga,15.8,2.51,1,3,22.0,1.238,Sedentary
34,Female,108.7,1.93,168,156,59,1.68,859.8,HIIT,15.7,2.9,2,2,29.3,1.62,Active
22,Female,48.6,1.71,188,122,61,1.49,478.0,Cardio,13.8,3.68,2,3,16.5,1.509,Low Active
15,Female,86.1,1.74,162,139,69,1.63,1659.5,Cardio,21.1,2.11,1,2,28.4,2.21,Very Active
59,Female,74.8,1.79,177,123,50,0.86,586.0,Cardio,34.4,1.56,3,3,23.4,2.257,Very Active
55,Male,60.6,1.98,181,153,73,0.92,1706.8,Cardio,28.0,2.74,5,3,15.5,2.158,Very Active
26,Female,115.6,1.57,166,166,72,1.92,1621.3,Cardio,29.1,3.31,4,3,46.8,1.213,Sedentary
59,Male,63.0,1.65,198,165,63,0.61,404.9,Yoga,32.0,2.51,3,3,23.2,1.125,Sedentary
50,Female,109.7,1.68,163,122,51,1.81,1099.2,HIIT,17.3,3.55,5,2,39.0,1.096,Sedentary
55,Male,93.1,1.53,165,156,74,1.96,637.0,Strength,10.3,2.46,3,2,39.8,1.535,Low Active
18,Female,67.9,1.87,195,166,58,1.77,927.2,Strength,32.4,3.3,3,3,19.5,1.293,Sedentary
28,Male,73.4,1.95,195,158,65,1.63,883.7,Cardio,13.7,2.34,2,2,19.3,1.495,Low Active
46,Male,64.2,1.76,176,130,59,1.22,837.2,HIIT,17.4,3.07,5,1,20.8,1.354,Sedentary
52,Male,86.2,1.75,195,136,58,1.17,537.9,Yoga,27.9,2.52,1,3,28.0,1.703,Active
37,Female,105.6,1.93,176,153,58,0.79,813.1,Strength,26.6,1.85,1,3,28.3,1.406,Low Active
26,Female,90.6,1.97,160,136,52,1.22,1051.4,HIIT,28.4,2.35,3,3,23.3,1.744,Active
49,Female,111.8,1.81,193,123,73,1.56,1509.9,Cardio,23.4,2.69,5,1,34.2,1.959,Very Active
19,Male,83.4,1.56,194,138,61,0.84,1601.8,Cardio,13.9,2.18,2,2,34.3,1.274,Sedentary
51,Female,62.5,1.81,162,169,65,1.97,1230.5,HIIT,26.9,1.61,1,2,19.0,1.856,Active
25,Male,71.8,1.81,192,124,74,1.82,1197.3,HIIT,29.6,2.13,1,3,21.9,1.814,Active
36,Male,46.5,1.6,198,123,50,1.46,1294.8,Yoga,12.9,3.22,5,1,18.1,2.227,Very Active
38,Female,124.7,1.96,167,145,59,0.77,1736.7,Cardio,34.5,2.72,2,2,32.6,1.101,Sedentary
34,Male,58.4,1.76,166,122,59,1.28,1396.2,Strength,17.2,2.94,2,3,18.9,1.458,Low Active
53,Male,46.8,1.98,186,160,71,1.54,979.5,Yoga,26.2,2.09,2,2,5.0,1.84,Active
17,Female,62.6,1.84,192,151,65,1.38,1079.5,Yoga,24.9,3.41,1,3,18.5,1.937,Very Active
40,Male,53.9,1.97,181,167,70,0.8,1170.9,Strength,19.3,1.61,1,1,13.9,1.73,Active
59,Female,124.3,1.77,178,120,59,1.1,1543.4,Strength,28.5,1.97,1,2,39.6,1.242,Sedentary
41,Female,69.4,1.95,180,144,64,0.89,944.6,Cardio,21.0,3.69,4,1,18.4,1.115,Sedentary
57,Male,100.4,1.85,199,158,66,1.73,376.9,HIIT,10.3,2.05,1,2,29.3,2.271,Very Active
19,Male,62.3,1.53,162,152,60,1.39,852.7,Yoga,31.0,3.27,3,3,26.6,1.76,Active
27,Female,58.0,1.81,160,146,63,0.94,1441.4,Cardio,33.0,2.79,1,3,17.7,1.628,Active
42,Male,120.6,1.83,180,121,60,1.46,1534.3,HIIT,21.1,2.93,5,3,35.9,1.412,Low Active
42,Female,114.2,1.65,170,132,53,1.39,905.1,Yoga,22.3,3.54,1,3,42.2,1.443,Low Active
17,Female,41.0,1.7,197,157,70,0.74,407.1,Strength,33.6,3.14,3,1,14.1,1.746,Active
34,Male,49.9,1.64,163,131,73,1.33,679.5,Cardio,18.8,3.32,1,1,18.5,2.203,Very Active
46,Male,125.8,1.66,198,135,50,0.98,1637.6,Strength,23.8,2.61,1,2,45.5,2.373,Very Active
19,Female,119.6,1.67,175,122,74,0.52,740.1,Yoga,26.8,1.89,4,3,42.8,1.747,Active
37,Male,54.9,1.5,161,156,55,1.68,741.4,Strength,12.1,1.54,3,2,24.4,1.464,Low Active
28,Female,71.9,1.55,195,153,58,0.82,762.4,Yoga,11.4,2.36,3,2,29.8,1.109,Sedentary
29,Female,126.4,1.81,168,166,50,1.14,1101.9,Strength,20.3,3.16,5,2,38.7,1.676,Active
48,Male,89.2,1.79,188,167,64,0.67,1197.5,HIIT,33.3,2.47,2,1,5.0,1.241,Sedentary
21,Male,75.3,1.95,166,168,56,1.13,329.8,Cardio,31.4,2.98,3,3,19.8,1.4,Sedentary
43,Male,60.0,1.86,175,144,71,1.59,1094.2,Cardio,21.6,3.42,1,3,17.4,1.131,Sedentary
58,Male,65.7,1.77,188,138,68,1.78,1606.5,Yoga,10.3,2.4,1,2,21.1,2.455,Very Active
16,Female,43.8,1.74,199,155,64,0.6,1260.6,Cardio,21.3,2.63,4,1,14.5,2.077,Very Active
56,Male,80.2,1.54,173,159,72,1.05,988.7,HIIT,11.1,2.27,3,2,34.0,1.649,Active
57,Female,99.6,1.74,187,150,51,1.66,1113.0,Cardio,24.5,2.44,2,1,32.8,2.396,Very Active
59,Female,112.3,1.76,176,154,54,0.81,1356.4,Yoga,14.2,1.93,4,2,36.3,1.542,Low Active
43,Female,121.7,1.88,162,140,53,1.78,1103.0,Strength,13.9,2.54,5,3,34.5,1.674,Active
30,Female,93.0,1.59,161,149,61,1.59,1404.5,HIIT,11.9,3.03,4,3,36.6,1.77,Active
40,Male,99.4,1.9,197,166,52,1.91,1242.9,Cardio,23.2,3.32,5,2,27.6,1.768,Active
27,Male,93.6,1.63,198,134,64,1.67,1426.8,Strength,29.7,3.2,4,1,35.1,1.849,Active
